id;NumDots;SubdomainLevel;PathLevel;UrlLength;NumDash;NumDashInHostname;AtSymbol;TildeSymbol;NumUnderscore;NumPercent;NumQueryComponents;NumAmpersand;NumHash;NumNumericChars;NoHttps;RandomString;IpAddress;DomainInSubdomains;DomainInPaths;HttpsInHostname;HostnameLength;PathLength;QueryLength;DoubleSlashInPath;NumSensitiveWords;EmbeddedBrandName;PctExtHyperlinks;PctExtResourceUrls;ExtFavicon;InsecureForms;RelativeFormAction;ExtFormAction;AbnormalFormAction;PctNullSelfRedirectHyperlinks;FrequentDomainNameMismatch;FakeLinkInStatusBar;RightClickDisabled;PopUpWindow;SubmitInfoToEmail;IframeOrFrame;MissingTitle;ImagesOnlyInForm;SubdomainLevelRT;UrlLengthRT;PctExtResourceUrlsRT;AbnormalExtFormActionR;ExtMetaScriptLinkRT;PctExtNullSelfRedirectHyperlinksRT;CLASS_LABEL            1=Phising         0=Beningnas
26;5;0;3;134;3;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;14;56;56;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;1;-1;1;0;1;1;1
27;2;0;3;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;14;22;0;0;0;0;0;0,785714286;0;1;0;0;0;1;1;0;0;0;0;1;0;0;1;1;-1;1;1;-1;1
28;6;0;3;210;2;0;0;0;7;0;5;4;0;24;1;1;0;0;1;0;9;54;139;0;1;0;0;0,904761905;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;-1;1;-1;1;1
29;2;0;7;135;2;0;0;0;3;0;2;1;0;1;1;0;0;0;1;0;22;51;54;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
30;5;0;6;85;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;9;69;0;0;0;1;0,655172414;0,928571429;0;1;1;0;1;0,103448276;1;0;0;0;0;0;0;0;1;-1;-1;-1;-1;-1;1
31;2;1;3;80;0;0;0;0;0;0;0;0;0;17;1;1;0;0;1;0;32;41;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
32;2;0;2;44;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;19;18;0;0;0;0;1;0,142857143;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
33;3;0;9;95;0;0;0;0;0;4;0;0;0;16;1;1;0;0;0;0;10;78;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;1;1;-1;1
34;2;0;6;60;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;15;38;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
35;2;0;5;60;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;12;41;0;0;2;0;0,75;0,222222222;1;1;0;0;0;0,125;0;0;0;0;0;0;0;0;1;0;1;1;0;-1;1
36;6;0;2;100;1;0;0;0;0;0;1;0;0;8;1;0;0;0;0;0;22;18;52;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;-1;1;-1;-1;1
37;6;0;2;111;1;0;0;0;0;0;1;0;1;18;1;0;0;0;0;0;22;18;52;0;1;0;1;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;-1;-1;1;-1;-1;1
38;2;1;2;29;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;16;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
39;2;1;2;37;2;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;24;6;0;0;0;0;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;-1;-1;1
40;3;1;2;49;2;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;24;18;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;1;-1;1;1
41;1;0;3;34;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;14;13;0;0;0;0;1;0,142857143;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
42;3;1;3;53;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;22;24;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;1;-1;0;-1;-1;1
43;2;0;3;45;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;14;24;0;0;0;0;1;0,142857143;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
44;3;0;5;65;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;16;42;0;0;0;0;0,777777778;0,222222222;0;1;0;0;0;0,222222222;0;0;0;0;0;1;0;0;1;0;1;1;0;-1;1
45;5;1;2;182;0;0;0;0;0;0;1;0;0;75;1;1;0;0;0;0;30;37;107;0;2;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;-1;1;-1;1;1;1
46;3;0;2;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;19;21;0;0;0;0;0,5;0,675675676;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1
47;4;1;3;55;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;32;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
48;2;0;4;62;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;42;0;0;1;0;0,714285714;0,03125;1;1;1;0;1;0,114285714;0;0;0;0;0;1;0;0;1;0;1;-1;1;-1;1
49;2;0;5;59;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;34;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
50;3;0;2;39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;14;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
51;2;0;5;41;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;11;23;0;0;0;0;1;1;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;-1;1;-1;-1;1
52;2;0;3;142;0;0;0;0;1;0;0;0;0;5;1;1;0;0;0;0;14;121;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
53;2;1;2;29;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;5;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;-1;1
54;4;1;3;51;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;16;28;0;0;0;0;0,75;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
55;3;1;2;39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;17;0;0;0;1;0,8;1;1;1;0;0;0;0,12;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
56;3;1;2;48;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;24;17;0;0;0;0;0;0,153846154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
57;2;0;5;59;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;27;25;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
58;2;0;7;129;2;0;0;0;3;0;2;1;0;1;1;0;0;0;1;0;22;51;48;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
59;3;1;2;34;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;22;5;0;0;0;0;0,25;0,111111111;1;1;1;0;0;0,5;0;0;0;0;0;0;0;0;1;1;1;1;0;-1;1
60;8;7;2;184;2;2;0;0;0;0;2;1;0;26;1;1;0;1;0;0;76;34;66;0;1;0;0;0,333333333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;1;1;0;1;1
61;8;7;2;184;2;2;0;0;0;0;2;1;0;33;1;1;0;1;0;0;76;34;66;0;1;0;0;0,333333333;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-1;-1;1;1;0;1;1
62;2;0;7;135;2;0;0;0;3;0;1;1;0;1;1;0;0;0;1;0;22;51;54;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
63;2;0;7;133;2;0;0;0;3;0;2;1;0;1;1;0;0;0;1;0;22;51;52;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
64;4;1;3;52;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;17;28;0;0;0;0;0,75;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
65;4;2;1;58;0;0;0;0;0;0;1;0;0;4;1;1;0;0;0;0;17;15;18;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-1;1
66;5;1;5;120;1;0;0;0;1;0;0;0;0;22;1;1;0;0;1;0;23;90;0;0;2;1;0,857142857;1;1;1;0;1;0;0,071428571;1;0;0;0;0;0;0;0;1;-1;-1;0;-1;-1;1
67;3;1;3;48;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;16;25;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;0;0;1;1;-1;0;-1;-1;1
68;4;0;3;58;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;35;0;0;0;0;0;0,090909091;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;-1;1
69;1;0;3;32;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;8;17;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
70;2;1;3;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;22;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
71;2;1;2;63;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;0;17;5;33;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;1;1;1
72;5;1;5;120;1;0;0;0;1;0;0;0;0;20;1;1;0;0;1;0;23;90;0;0;2;1;0,857142857;1;1;1;0;1;0;0,071428571;1;0;0;0;0;0;0;0;1;-1;-1;0;-1;-1;1
73;2;0;2;52;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;25;20;0;0;1;0;0,75;0,222222222;1;1;0;0;0;0,125;0;0;0;0;0;0;0;0;1;1;1;1;0;-1;1
74;5;0;4;58;0;0;0;0;0;0;0;0;0;12;1;0;1;0;0;0;15;36;0;0;0;0;0,666666667;0;0;1;0;0;0;0,333333333;1;0;0;0;1;0;0;0;1;0;1;1;1;-1;1
75;2;0;3;51;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;26;0;0;0;0;0;0,071428571;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;-1;1
76;1;0;6;73;0;0;0;0;1;0;0;0;0;3;1;1;0;0;1;0;14;52;0;0;0;0;0;0,5;1;1;1;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;-1;1
77;3;1;4;57;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;35;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
78;2;0;3;32;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;17;8;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
79;2;0;4;52;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;21;24;0;0;0;0;0,347826087;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;1
80;1;0;2;47;1;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;23;9;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
81;1;0;3;59;1;1;0;0;0;0;0;0;0;18;1;1;0;0;0;0;14;38;0;0;0;0;0,5;0;0;1;1;0;0;0,5;0;0;0;0;0;1;0;0;1;0;1;1;1;-1;1
82;5;0;7;135;1;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;11;77;39;0;1;1;0,941176471;0,945945946;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;-1;-1;1;-1;-1;1
83;2;1;2;34;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;9;0;0;0;1;0,91416309;0,08;0;1;0;1;0;0,008583691;1;0;0;0;0;1;0;0;1;1;1;0;0;-1;1
84;1;0;10;153;0;0;0;0;1;0;0;0;0;47;1;1;0;0;0;0;15;131;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;-1;1;1;1;-1;1
85;2;0;2;51;1;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;17;27;0;0;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
86;5;1;5;120;1;0;0;0;1;0;0;0;0;17;1;1;0;0;1;0;23;90;0;0;2;1;0,857142857;1;1;1;0;1;0;0,071428571;1;0;0;0;0;0;0;0;1;-1;-1;0;-1;-1;1
87;3;0;5;67;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;44;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
88;2;0;2;41;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;16;0;0;0;0;0,857142857;0,6;0;1;0;0;0;0,142857143;1;0;0;0;0;0;0;0;1;1;-1;1;0;-1;1
89;2;0;2;40;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;15;0;0;0;0;0,857142857;0,6;0;1;0;0;0;0,142857143;1;0;0;0;0;0;0;0;1;1;-1;1;0;-1;1
90;1;0;2;39;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;23;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
91;3;1;2;58;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;23;0;0;0;0;0;0,153846154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1
92;2;1;4;46;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;14;25;0;0;0;0;0,777777778;0,222222222;0;1;0;0;0;0,222222222;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
93;4;1;2;48;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;19;16;5;0;0;0;0;0,642857143;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1;1;0;1;1
94;2;0;5;139;0;0;0;0;0;0;2;1;0;43;1;1;0;0;0;0;21;60;50;0;0;0;0;0,625;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;0;1;0;1;1
95;1;0;4;79;1;0;0;0;0;0;0;0;0;32;1;1;0;0;0;0;13;59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
96;1;0;4;79;1;0;0;0;0;0;0;0;0;30;1;1;0;0;0;0;13;59;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
97;3;1;3;53;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;29;17;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
98;2;0;5;53;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;10;36;0;0;0;0;0;0,0625;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;-1;1
99;3;1;5;70;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;26;37;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;-1;1;1;1
100;3;0;2;49;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;28;14;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
101;12;11;6;149;2;2;0;0;0;0;0;0;0;18;1;1;0;1;0;0;84;58;0;0;1;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;-1;-1;-1;0;-1;-1;1
102;4;1;5;152;2;0;0;0;7;0;2;2;0;4;1;1;0;0;1;0;18;39;87;0;0;0;0;0,2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;0;1;1
103;3;0;4;82;0;0;0;0;2;0;1;0;0;4;1;0;0;0;0;0;26;36;12;0;0;0;0;0,166666667;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;-1;1;1;0;1;1
104;2;0;2;39;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;10;22;0;0;1;0;0,75;0,111111111;1;1;0;0;0;0,125;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
105;1;0;3;39;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;23;9;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
106;1;0;4;50;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;23;20;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
107;5;1;5;79;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;30;42;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-1;1;1;1;1;1
108;1;0;2;25;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;13;5;0;0;0;0;0,933333333;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;-1;-1;1
109;3;0;3;212;0;0;0;0;8;0;10;9;0;48;1;1;0;0;0;0;15;33;156;0;0;0;0,090909091;0,739130435;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;-1;-1;1;0;1;1
110;3;0;3;57;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;15;33;1;0;0;0;0,090909091;0,739130435;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;0;-1;1;0;1;1
111;3;1;3;47;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;18;22;0;0;0;0;0;0,153846154;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
112;1;0;2;52;0;0;0;0;0;0;0;0;0;23;1;1;0;0;0;0;9;36;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;1;1;1;1;-1;1
113;2;0;3;40;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;17;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
114;1;0;3;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;14;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1
115;2;0;2;37;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;15;15;0;0;0;0;0;0,071428571;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;1;1;-1;1
116;3;1;2;64;2;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;37;20;0;0;0;0;1;0,142857143;1;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;-1;1
117;2;0;3;42;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
118;2;0;3;43;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;23;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
119;2;0;3;42;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;13;22;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
120;2;0;3;49;0;0;0;0;0;1;0;0;0;2;1;1;0;0;1;0;13;29;0;0;0;1;1;0,9;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;-1;1;-1;-1;1
121;3;1;5;64;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;21;36;0;0;0;1;0,909090909;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;1;-1;-1;1
122;2;0;4;68;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;23;38;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;0;1;0;-1;0;-1;-1;1
123;2;0;4;48;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;24;0;0;0;0;0,00729927;0,325;0;1;0;0;0;0,934306569;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
124;2;0;4;49;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;25;0;0;0;0;0,25;0,1875;0;1;0;0;0;0,75;0;1;0;0;0;0;0;0;1;1;1;1;0;-1;1
125;1;0;4;38;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;17;14;0;0;0;0;0,00729927;0,325;0;1;0;0;0;0,934306569;0;0;0;0;0;1;0;0;1;1;1;1;0;-1;1
